"title","category","rank","profile","outcome","reason","hostMs","uniqueFrames"
"Essential","watchfaces","39","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","158.8560830000206","0"
"Essential","watchfaces","39","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","154.78893799998332","0"
"TH3","watchfaces","40","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'd' of null
    at <anonymous> (pebble-js-app.js:66:26)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","31772.571777000005","115"
"TH3","watchfaces","40","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","177.30153200001223","0"
"TH3","watchfaces","40","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","145.68087099998957","0"
"Nyan Cat","watchfaces","41","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","167.06306600000244","0"
"Nyan Cat","watchfaces","41","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","159.80474199997843","0"
"Nyan Cat","watchfaces","41","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","158.65832200000295","0"
"WUnderful Analog (Weather)","watchfaces","42","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","167.17660000000615","0"
"WUnderful Analog (Weather)","watchfaces","42","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","162.1663000000117","0"
"WUnderful Analog (Weather)","watchfaces","42","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","161.07801900000777","0"
"PAC•TIME","watchfaces","43","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","137.6072920000006","0"
"PAC•TIME","watchfaces","43","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","148.40386800002307","0"
"PAC•TIME","watchfaces","43","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","141.21025900001405","0"
"Straight","watchfaces","44","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'temp_unit' of null
    at <anonymous> (pebble-js-app.js:241:56)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","32694.848139999987","118"
"Straight","watchfaces","44","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","144.18786000000546","0"
"Straight","watchfaces","44","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","166.3237139999983","0"
"BCD minimalist (binary watch)","watchfaces","45","qemu_emery","execution-stopped","Error: TypeError: cannot set property 'storage_version' of null
    at <anonymous> (pebble-js-app.js:183:38)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","26124.570390000008","91"
"BCD minimalist (binary watch)","watchfaces","45","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","163.68684599999688","0"
"BCD minimalist (binary watch)","watchfaces","45","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","153.62667699999292","0"
"Mario","watchfaces","46","qemu_emery","download-unavailable","TypeError: Invalid URL","149.41890899999999","0"
"Mario","watchfaces","46","qemu_flint","download-unavailable","TypeError: Invalid URL","153.5051290000265","0"
"Mario","watchfaces","46","qemu_gabbro","download-unavailable","TypeError: Invalid URL","154.3177840000135","0"
"Perspective","watchfaces","47","qemu_emery","download-unavailable","TypeError: Invalid URL","156.2507489999989","0"
"Perspective","watchfaces","47","qemu_flint","download-unavailable","TypeError: Invalid URL","155.89667099999497","0"
"Perspective","watchfaces","47","qemu_gabbro","download-unavailable","TypeError: Invalid URL","157.76923299999908","0"
"Timeboxed","watchfaces","48","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","190.73388299997896","0"
"Timeboxed","watchfaces","48","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","181.53666299997712","0"
"Timeboxed","watchfaces","48","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","186.6084269999992","0"
"Simple Weather","watchfaces","49","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","139.889113000012","0"
"Simple Weather","watchfaces","49","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","168.49873799999477","0"
"Simple Weather","watchfaces","49","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","157.1080780000193","0"
"Make Me Smile","watchfaces","50","qemu_emery","scenario-completed","","28380.07631599999","112"
"Make Me Smile","watchfaces","50","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","152.06799000001047","0"
"Make Me Smile","watchfaces","50","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","148.28106200002367","0"
"On11","watchfaces","51","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","164.09811900000204","0"
"On11","watchfaces","51","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","159.9356909999915","0"
"On11","watchfaces","51","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","157.79835599998478","0"
"Smile","watchfaces","52","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","174.52658999999403","0"
"Smile","watchfaces","52","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","171.5465630000108","0"
"Smile","watchfaces","52","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","151.9368849999737","0"
"Implode","watchfaces","53","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","146.85568899998907","0"
"Implode","watchfaces","53","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","159.82299899999634","0"
"Implode","watchfaces","53","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","148.2706649999891","0"
"Big Shadow","watchfaces","54","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'c1' of null
    at <anonymous> (pebble-js-app.js:43:56)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","54223.898883000016","110"
"Big Shadow","watchfaces","54","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","159.3354699999909","0"
"Big Shadow","watchfaces","54","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","161.21325500000967","0"
"Weathergraph - weather forecast, hourly and beautiful, with step counter, health and heartrate (hrm)","watchfaces","55","qemu_emery","scenario-completed","","30520.18273900001","114"
"Weathergraph - weather forecast, hourly and beautiful, with step counter, health and heartrate (hrm)","watchfaces","55","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.31136299998616","0"
"Weathergraph - weather forecast, hourly and beautiful, with step counter, health and heartrate (hrm)","watchfaces","55","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","163.4050489999936","0"
"Sliding Text","watchfaces","56","qemu_emery","scenario-completed","","35223.86829500002","107"
"Sliding Text","watchfaces","56","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","168.70433899998898","0"
"Sliding Text","watchfaces","56","qemu_gabbro","scenario-completed","","32647.28220799999","80"
"Darth Time","watchfaces","57","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","136.55535899999086","0"
"Darth Time","watchfaces","57","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","165.53744799998822","0"
"Darth Time","watchfaces","57","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","157.91180400000303","0"
"Fair Weather","watchfaces","58","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","166.90963499998907","0"
"Fair Weather","watchfaces","58","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","147.22792199999094","0"
"Fair Weather","watchfaces","58","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","170.12546199999633","0"
"TetrisTime","watchfaces","59","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","156.63011900000856","0"
"TetrisTime","watchfaces","59","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.1422259999963","0"
"TetrisTime","watchfaces","59","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","152.87900499999523","0"
"Big Mickey","watchfaces","60","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","161.9230159999861","0"
"Big Mickey","watchfaces","60","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","150.29287499998463","0"
"Big Mickey","watchfaces","60","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","160.83856400000514","0"
"Crush 'Em","watchfaces","61","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","153.36712300000363","0"
"Crush 'Em","watchfaces","61","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","150.20418199998676","0"
"Crush 'Em","watchfaces","61","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","145.0931870000204","0"
"Super Watchface","watchfaces","62","qemu_emery","download-unavailable","TypeError: Invalid URL","161.0356759999995","0"
"Super Watchface","watchfaces","62","qemu_flint","download-unavailable","TypeError: Invalid URL","155.8514070000092","0"
"Super Watchface","watchfaces","62","qemu_gabbro","download-unavailable","TypeError: Invalid URL","153.54573700000765","0"
"Consensus","watchfaces","63","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'location_type' of null
    at <anonymous> (pebble-js-app.js:97:4013)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","37466.83498799999","119"
"Consensus","watchfaces","63","qemu_flint","execution-stopped","Error: TypeError: cannot read property 'location_type' of null
    at <anonymous> (pebble-js-app.js:97:4013)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","30183.07921699999","104"
"Consensus","watchfaces","63","qemu_gabbro","execution-stopped","Error: TypeError: cannot read property 'location_type' of null
    at <anonymous> (pebble-js-app.js:97:4013)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","35296.22630000001","92"
"Beam Up","watchfaces","64","qemu_emery","scenario-completed","","29333.602998000017","112"
"Beam Up","watchfaces","64","qemu_flint","scenario-completed","","23616.84601899999","83"
"Beam Up","watchfaces","64","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","175.90681700001005","0"
"BB8's FACE","watchfaces","65","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","148.61726400000043","0"
"BB8's FACE","watchfaces","65","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","152.43935899998178","0"
"BB8's FACE","watchfaces","65","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","146.5204049999884","0"
"CLEAR","watchfaces","66","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'temp_unit' of null
    at <anonymous> (pebble-js-app.js:241:56)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","32120.106451","116"
"CLEAR","watchfaces","66","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.14845400000922","0"
"CLEAR","watchfaces","66","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","154.293731999991","0"
"YWeather Health","watchfaces","67","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","161.85253499998362","0"
"YWeather Health","watchfaces","67","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","152.05771799999638","0"
"YWeather Health","watchfaces","67","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","155.8574550000194","0"
"Fourier","watchfaces","68","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'd' of null
    at <anonymous> (pebble-js-app.js:50:26)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","33449.11572999999","116"
"Fourier","watchfaces","68","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","148.1901080000098","0"
"Fourier","watchfaces","68","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","145.07775699999183","0"
"Street by Dalpek","watchfaces","69","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","156.31644199998118","0"
"Street by Dalpek","watchfaces","69","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","158.3582119999919","0"
"Street by Dalpek","watchfaces","69","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","150.4199840000074","0"
"Fuzzy Text International","watchfaces","70","qemu_emery","download-unavailable","TypeError: Invalid URL","161.41429399998742","0"
"Fuzzy Text International","watchfaces","70","qemu_flint","download-unavailable","TypeError: Invalid URL","145.10357300000032","0"
"Fuzzy Text International","watchfaces","70","qemu_gabbro","download-unavailable","TypeError: Invalid URL","154.76886599999852","0"
"Happy","watchfaces","71","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","142.834411000018","0"
"Happy","watchfaces","71","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","142.8116410000075","0"
"Happy","watchfaces","71","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","151.1693110000051","0"
"R2D2's FACE","watchfaces","72","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","172.94988400000148","0"
"R2D2's FACE","watchfaces","72","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","142.813914999977","0"
"R2D2's FACE","watchfaces","72","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","169.279011000006","0"
"Pixwag (Black)","watchfaces","73","qemu_emery","download-unavailable","TypeError: Invalid URL","184.4351869999955","0"
"Pixwag (Black)","watchfaces","73","qemu_flint","download-unavailable","TypeError: Invalid URL","164.66005700000096","0"
"Pixwag (Black)","watchfaces","73","qemu_gabbro","download-unavailable","TypeError: Invalid URL","151.37207099999068","0"
"Simply Light","watchfaces","74","qemu_emery","scenario-completed","","31730.797545999987","116"
"Simply Light","watchfaces","74","qemu_flint","scenario-completed","","27277.828423","97"
"Simply Light","watchfaces","74","qemu_gabbro","scenario-completed","","28147.90202499999","69"
" Analog Hodinky","watchfaces","75","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'language' of null
    at <anonymous> (pebble-js-app.js:289:17)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","29704.605114999984","111"
" Analog Hodinky","watchfaces","75","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","152.091837999993","0"
" Analog Hodinky","watchfaces","75","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","161.00995800000965","0"
"Velocity","watchfaces","76","qemu_emery","download-unavailable","TypeError: Invalid URL","154.97280700001284","0"
"Velocity","watchfaces","76","qemu_flint","download-unavailable","TypeError: Invalid URL","144.46944900002563","0"
"Velocity","watchfaces","76","qemu_gabbro","download-unavailable","TypeError: Invalid URL","151.95320299998275","0"
"Motiv8","watchfaces","77","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","149.40624000001117","0"
"Motiv8","watchfaces","77","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","135.71343699999852","0"
"Motiv8","watchfaces","77","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","141.01829599999473","0"
"LCARS","watchfaces","78","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'invert' of null
    at <anonymous> (pebble-js-app.js:188:52)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","31494.71259099999","115"
"LCARS","watchfaces","78","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","165.65922800000408","0"
"LCARS","watchfaces","78","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","178.28102399999625","0"
"Clipped","watchfaces","79","qemu_emery","execution-stopped","Error: TypeError: AppMessage requires a dictionary.
    at dictionary (virtual-phone-bootstrap.js:320:89)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at <anonymous> (pebble-js-app.js:119:23)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","29071.384236000013","112"
"Clipped","watchfaces","79","qemu_flint","execution-stopped","Error: TypeError: AppMessage requires a dictionary.
    at dictionary (virtual-phone-bootstrap.js:320:89)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at <anonymous> (pebble-js-app.js:119:23)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","24713.443295000005","95"
"Clipped","watchfaces","79","qemu_gabbro","execution-stopped","Error: TypeError: AppMessage requires a dictionary.
    at dictionary (virtual-phone-bootstrap.js:320:89)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at <anonymous> (pebble-js-app.js:119:23)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","26248.145644999982","83"
"PebbleEye 007","watchfaces","80","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","140.26633199999924","0"
"PebbleEye 007","watchfaces","80","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","154.39373300000443","0"
"PebbleEye 007","watchfaces","80","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","156.95208600000478","0"
"PokeBattle","watchfaces","81","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","146.09597100000246","0"
"PokeBattle","watchfaces","81","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","154.70617299998412","0"
"PokeBattle","watchfaces","81","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","158.38146199999028","0"
"Metro Watch","watchfaces","82","qemu_emery","download-unavailable","TypeError: Invalid URL","129.80870600001072","0"
"Metro Watch","watchfaces","82","qemu_flint","download-unavailable","TypeError: Invalid URL","138.33475399998133","0"
"Metro Watch","watchfaces","82","qemu_gabbro","download-unavailable","TypeError: Invalid URL","151.47147300001234","0"
"Rolex Steel","watchfaces","83","qemu_emery","download-unavailable","TypeError: Invalid URL","156.04017299998668","0"
"Rolex Steel","watchfaces","83","qemu_flint","download-unavailable","TypeError: Invalid URL","144.80283800000325","0"
"Rolex Steel","watchfaces","83","qemu_gabbro","download-unavailable","TypeError: Invalid URL","163.75492599999416","0"
"Aspire","watchfaces","84","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","168.3496199999936","0"
"Aspire","watchfaces","84","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","165.31511799999862","0"
"Aspire","watchfaces","84","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","166.2602360000019","0"
"Small Lake House","watchfaces","85","qemu_emery","scenario-completed","","31902.541292999987","101"
"Small Lake House","watchfaces","85","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.21380800000043","0"
"Small Lake House","watchfaces","85","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","167.00543799999286","0"
"Ecliptic","watchfaces","86","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","147.07445899999584","0"
"Ecliptic","watchfaces","86","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","161.79422999999952","0"
"Ecliptic","watchfaces","86","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","156.31920300002093","0"
"Pebble Fighter 2","watchfaces","87","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","172.83304800000042","0"
"Pebble Fighter 2","watchfaces","87","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","158.08875200001057","0"
"Pebble Fighter 2","watchfaces","87","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","143.55450699999346","0"
"KS Original","watchfaces","88","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","140.65074799998547","0"
"KS Original","watchfaces","88","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","149.4962499999965","0"
"KS Original","watchfaces","88","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","162.93739500001539","0"
"Negative","watchfaces","89","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","175.5602460000082","0"
"Negative","watchfaces","89","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","156.8231059999962","0"
"Negative","watchfaces","89","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","159.2668030000059","0"
"Christmas Time","watchfaces","90","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'tempUnits' of null
    at <anonymous> (pebble-js-app.js:229:54)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","25978.59398799998","115"
"Christmas Time","watchfaces","90","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","148.63726400001906","0"
"Christmas Time","watchfaces","90","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","149.28125900001032","0"
"90degrees A","watchfaces","91","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","146.3137609999976","0"
"90degrees A","watchfaces","91","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","154.60052300000098","0"
"90degrees A","watchfaces","91","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","146.11448099999689","0"
"Chunk Weather","watchfaces","92","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","156.9358460000076","0"
"Chunk Weather","watchfaces","92","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","169.69712600001367","0"
"Chunk Weather","watchfaces","92","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","154.79040700002224","0"
"Modulite 2.0","watchfaces","93","qemu_emery","execution-stopped","Error: ReferenceError: 'WebSocket' is not defined
    at connect (pebble-js-app.js:1678:15)
    at connectToPebbleSocket (pebble-js-app.js:278:26)
    at init (pebble-js-app.js:179:29)
    at <anonymous> (pebble-js-app.js:128:16)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","31404.92757099998","51"
"Modulite 2.0","watchfaces","93","qemu_flint","execution-stopped","Error: ReferenceError: 'WebSocket' is not defined
    at connect (pebble-js-app.js:1678:15)
    at connectToPebbleSocket (pebble-js-app.js:278:26)
    at init (pebble-js-app.js:179:29)
    at <anonymous> (pebble-js-app.js:128:16)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","22602.441554999998","38"
"Modulite 2.0","watchfaces","93","qemu_gabbro","execution-stopped","Error: ReferenceError: 'WebSocket' is not defined
    at connect (pebble-js-app.js:1678:15)
    at connectToPebbleSocket (pebble-js-app.js:278:26)
    at init (pebble-js-app.js:179:29)
    at <anonymous> (pebble-js-app.js:128:16)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","27477.15092700001","48"
"HealthView","watchfaces","94","qemu_emery","scenario-completed","","25372.862993999996","111"
"HealthView","watchfaces","94","qemu_flint","scenario-completed","","21103.237706999993","94"
"HealthView","watchfaces","94","qemu_gabbro","scenario-completed","","21691.364731999987","83"
"Titan","watchfaces","95","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","168.7409650000045","0"
"Titan","watchfaces","95","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","163.69102499997825","0"
"Titan","watchfaces","95","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","181.69059199999901","0"
"CobbleStyle 2","watchfaces","96","qemu_emery","scenario-completed","","23062.824250000005","113"
"CobbleStyle 2","watchfaces","96","qemu_flint","scenario-completed","","19875.12993300002","96"
"CobbleStyle 2","watchfaces","96","qemu_gabbro","scenario-completed","","22014.875554","88"
"Creepy by Dalpek","watchfaces","97","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","159.72433699999237","0"
"Creepy by Dalpek","watchfaces","97","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","188.43326100002741","0"
"Creepy by Dalpek","watchfaces","97","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","159.38619700001436","0"
"Periodic","watchfaces","98","qemu_emery","download-unavailable","TypeError: Invalid URL","138.89249800000107","0"
"Periodic","watchfaces","98","qemu_flint","download-unavailable","TypeError: Invalid URL","140.72401800000807","0"
"Periodic","watchfaces","98","qemu_gabbro","download-unavailable","TypeError: Invalid URL","146.2163640000217","0"
"Brick Neon","watchfaces","99","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'hoursMinutesSeparator' of null
    at <anonymous> (pebble-js-app.js:132:63)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","29075.15591599999","118"
"Brick Neon","watchfaces","99","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","145.07386800000677","0"
"Brick Neon","watchfaces","99","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","158.99676400001044","0"
"Mondaine","watchfaces","100","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","146.0229180000024","0"
"Mondaine","watchfaces","100","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","165.12424999999348","0"
"Mondaine","watchfaces","100","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","139.71121400000993","0"
